iter	Passed	Remaining
1495	433412	8258017
1496	433704	8257764
1497	433996	8257517
1498	434288	8257278
1499	434581	8257048
1500	434806	8255537
1501	435063	8254626
1502	435254	8252460
1503	435553	8252343
1504	435843	8252074
1505	436105	8251254
1506	436368	8250456
1507	436662	8250258
1508	436889	8248781
1509	437116	8247325
1510	437407	8247059
1511	437639	8245680
1512	437899	8244837
1513	438193	8244632
1514	438495	8244579
1515	438761	8243854
1516	438987	8242367
1517	439247	8241536
1518	439540	8241306
1519	439768	8239869
1520	440031	8239093
1521	440291	8238260
1522	440599	8238321
1523	440888	8238015
1524	441176	8237696
1525	441458	8237284
1526	441741	8236872
1527	442065	8237240
1528	442328	8236459
1529	442624	8236280
1530	442920	8236127
1531	443210	8235848
1532	443490	8235392
1533	443798	8235441
1534	444094	8235281
1535	444323	8233875
1536	444623	8233775
1537	444913	8233498
1538	445180	8232792
1539	445470	8232521
1540	445765	8232349
1541	446063	8232215
1542	446321	8231355
1543	446580	8230498
1544	446869	8230206
1545	447118	8229184
1546	447408	8228912
1547	447717	8228972
1548	447947	8227597
1549	448207	8226775
1550	448428	8225232
1551	448724	8225064
1552	449018	8224871
1553	449309	8224627
1554	449621	8224749
1555	449886	8224011
1556	450184	8223886
1557	450442	8223030
1558	450746	8223017
1559	451001	8222096
1560	451252	8221122
1561	451565	8221274
1562	451863	8221136
1563	452119	8220246
1564	452419	8220161
1565	452707	8219852
1566	453001	8219655
1567	453293	8219409
1568	453521	8218013
1569	453784	8217255
1570	454089	8217257
1571	454387	8217136
1572	454637	8216130
1573	454882	8215050
1574	455142	8214232
1575	455367	8212786
1576	455668	8212726
1577	455832	8210178
1578	456103	8209577
1579	456389	8209240
1580	456650	8208442
1581	456930	8208002
1582	457230	8207907
1583	457531	8207834
1584	457796	8207120
1585	458091	8206947
1586	458317	8205534
1587	458576	8204709
1588	458856	8204263
1589	459073	8202690
1590	459330	8201835
1591	459591	8201055
1592	459817	8199649
1593	460073	8198766
1594	460361	8198480
1595	460620	8197656
1596	460882	8196893
1597	461182	8196819
1598	461489	8196845
1599	461784	8196679
1600	462064	8196233
1601	462365	8196170
1602	462663	8196046
1603	462958	8195868
1604	463267	8195937
1605	463499	8194639
1606	463781	8194245
1607	464033	8193302
1608	464323	8193036
1609	464620	8192903
1610	464844	8191484
1611	465128	8191102
1612	465427	8191011
1613	465737	8191095
1614	466001	8190380
1615	466291	8190109
1616	466577	8189774
1617	466865	8189485
1618	467150	8189122
1619	467451	8189049
1620	467682	8187762
1621	467978	8187597
1622	468233	8186733
1623	468463	8185416
1624	468762	8185309
1625	469066	8185292
1626	469325	8184490
1627	469620	8184324
1628	469914	8184131
1629	470178	8183421
1630	470441	8182681
1631	470741	8182597
1632	471038	8182446
1633	471294	8181605
1634	471597	8181575
1635	471893	8181414
1636	472187	8181212
1637	472503	8181402
1638	472808	8181402
1639	473059	8180462
1640	473340	8180057
1641	473633	8179842
1642	473927	8179652
1643	474211	8179285
1644	474474	8178564
1645	474733	8177766
1646	475048	8177926
1647	475315	8177273
1648	475578	8176555
1649	475869	8176307
1650	476166	8176160
1651	476453	8175841
1652	476753	8175763
1653	477004	8174832
1654	477232	8173512
1655	477545	8173633
1656	477837	8173413
1657	478101	8172703
1658	478384	8172327
1659	478615	8171061
1660	478898	8170687
1661	479189	8170442
1662	479445	8169599
1663	479744	8169490
1664	479971	8168169
1665	480230	8167375
1666	480484	8166502
1667	480744	8165744
1668	481056	8165859
1669	481359	8165820
1670	481638	8165366
1671	481922	8165017
1672	482220	8164895
1673	482534	8165044
1674	482833	8164930
1675	483117	8164562
1676	483377	8163802
1677	483669	8163576
1678	483963	8163386
1679	484232	8162783
1680	484518	8162448
1681	484815	8162314
1682	485042	8160995
1683	485368	8161340
1684	485665	8161190
1685	485960	8161027
1686	486255	8160855
1687	486544	8160570
1688	486835	8160326
1689	487098	8159615
1690	487371	8159078
1691	487671	8158981
1692	487938	8158337
1693	488193	8157508
1694	488450	8156688
1695	488703	8155820
1696	488931	8154523
1697	489223	8154309
1698	489452	8153023
1699	489733	8152619
1700	490023	8152359
1701	490317	8152183
1702	490611	8151991
1703	490873	8151257
1704	491170	8151119
1705	491434	8150439
1706	491724	8150180
1707	491981	8149376
1708	492269	8149096
1709	492567	8148971
1710	492851	8148616
1711	493156	8148605
1712	493382	8147296
1713	493685	8147255
1714	493971	8146926
1715	494280	8146985
1716	494564	8146630
1717	494823	8145859
1718	495119	8145708
1719	495414	8145528
1720	495680	8144878
1721	495930	8143971
1722	496192	8143258
1723	496446	8142418
1724	496744	8142285
1725	497039	8142109
1726	497331	8141895
1727	497640	8141945
1728	497893	8141096
1729	498152	8140334
1730	498422	8139755
1731	498715	8139550
1732	499008	8139341
1733	499233	8138023
1734	499496	8137337
1735	499741	8136344
1736	499966	8135026
1737	500223	8134238
1738	500478	8133427
1739	500766	8133145
1740	501052	8132817
1741	501277	8131510
1742	501527	8130614
1743	501777	8129719
1744	502031	8128882
1745	502296	8128227
1746	502589	8128029
1747	502888	8127924
1748	503119	8126724
1749	503376	8125927
1750	503673	8125804
1751	503973	8125713
1752	504267	8125530
1753	504462	8123751
1754	504751	8123478
1755	505010	8122731
1756	505309	8122627
1757	505620	8122722
1758	505877	8121937
1759	506134	8121161
1760	506428	8120972
1761	506722	8120793
1762	506944	8119454
1763	507245	8119378
1764	507503	8118615
1765	507727	8117309
1766	508030	8117270
1767	508218	8115404
1768	508482	8114735
1769	508736	8113918
1770	509030	8113737
1771	509330	8113641
1772	509618	8113375
1773	509904	8113058
1774	510169	8112411
1775	510471	8112350
1776	510727	8111577
1777	510991	8110917
1778	511285	8110736
1779	511545	8110001
1780	511838	8109806
1781	512136	8109685
1782	512362	8108429
1783	512669	8108452
1784	512960	8108227
1785	513257	8108084
1786	513486	8106882
1787	513772	8106575
1788	514038	8105946
1789	514334	8105791
1790	514614	8105390
1791	514875	8104695
1792	515179	8104663
1793	515465	8104358
1794	515731	8103731
1795	516025	8103556
1796	516286	8102856
1797	516520	8101730
1798	516804	8101399
1799	517101	8101254
1800	517379	8100826
1801	517678	8100718
1802	517969	8100494
1803	518223	8099691
1804	518487	8099027
1805	518789	8098970
1806	519048	8098254
1807	519336	8097965
1808	519601	8097341
1809	519891	8097095
1810	520191	8097010
1811	520476	8096687
1812	520764	8096407
1813	521068	8096374
1814	521350	8096017
1815	521646	8095865
1816	521901	8095081
1817	522182	8094683
1818	522473	8094468
1819	522736	8093796
1820	523040	8093765
1821	523343	8093721
1822	523627	8093385
1823	523847	8092066
1824	524151	8092038
1825	524401	8091171
1826	524689	8090900
1827	524991	8090841
1828	525281	8090600
1829	525581	8090502
1830	525866	8090181
1831	526161	8090021
1832	526458	8089887
1833	526744	8089585
1834	526971	8088371
1835	527266	8088206
1836	527374	8085159
1837	527684	8085228
1838	527910	8084006
1839	528167	8083261
1840	528452	8082942
1841	528745	8082743
1842	529029	8082406
1843	529251	8081134
1844	529563	8081220
1845	529832	8080669
1846	530116	8080333
1847	530410	8080148
1848	530699	8079893
1849	530994	8079726
1850	531277	8079382
1851	531539	8078714
1852	531824	8078391
1853	532105	8078019
1854	532356	8077185
1855	532619	8076527
1856	532880	8075857
1857	533147	8075265
1858	533412	8074635
1859	533710	8074530
1860	534001	8074293
1861	534288	8074012
1862	534573	8073687
1863	534826	8072892
1864	535130	8072859
1865	535450	8073085
1866	535770	8073282
1867	536066	8073134
1868	536373	8073150
1869	536675	8073090
1870	536895	8071791
1871	537186	8071568
1872	537466	8071180
1873	537732	8070577
1874	538055	8070835
1875	538377	8071064
1876	538684	8071082
1877	538943	8070379
1878	539204	8069702
1879	539520	8069851
1880	539826	8069848
1881	540132	8069841
1882	540424	8069628
1883	540721	8069499
1884	541016	8069328
1885	541309	8069124
1886	541562	8068341
1887	541830	8067762
1888	542091	8067094
1889	542384	8066892
1890	542678	8066703
1891	542967	8066454
1892	543260	8066262
1893	543555	8066093
1894	543782	8064916
1895	544007	8063712
1896	544291	8063381
1897	544589	8063252
1898	544887	8063123
1899	545147	8062451
1900	545406	8061745
1901	545722	8061884
1902	546029	8061898
1903	546318	8061637
1904	546599	8061270
1905	546892	8061074
1906	547193	8060988
1907	547450	8060254
1908	547711	8059592
1909	547938	8058427
1910	548235	8058290
1911	548471	8057247
1912	548732	8056585
1913	548955	8055355
1914	549241	8055063
1915	549567	8055345
1916	549821	8054590
1917	550092	8054061
1918	550388	8053913
1919	550701	8054008
1920	551018	8054157
1921	551326	8054178
1922	551623	8054045
1923	551922	8053941
1924	552152	8052825
1925	552449	8052689
1926	552789	8053174
1927	553082	8052976
1928	553341	8052280
1929	553645	8052246
1930	553906	8051583
1931	554190	8051254
1932	554414	8050049
1933	554704	8049808
1934	554995	8049589
1935	555247	8048793
1936	555541	8048614
1937	555842	8048524
1938	556097	8047779
1939	556351	8047029
1940	556650	8046907
1941	556943	8046720
1942	557229	8046411
1943	557530	8046333
1944	557815	8046019
1945	558109	8045845
1946	558409	8045747
1947	558689	8045360
1948	559000	8045413
1949	559313	8045509
1950	559655	8046020
1951	559915	8045349
1952	560169	8044580
1953	560455	8044282
1954	560747	8044072
1955	560974	8042928
1956	561287	8043017
1957	561463	8041150
1958	561766	8041083
1959	562062	8040930
1960	562320	8040238
1961	562582	8039591
1962	562880	8039472
1963	563190	8039509
1964	563442	8038735
1965	563726	8038409
1966	564005	8038012
1967	564269	8037397
1968	564550	8037029
1969	564845	8036856
1970	565132	8036584
1971	565411	8036183
1972	565675	8035572
1973	565957	8035218
1974	566251	8035041
1975	566552	8034954
1976	566868	8035083
1977	567173	8035059
1978	567485	8035126
1979	567704	8033877
1980	568001	8033743
1981	568291	8033493
1982	568602	8033551
1983	568887	8033245
1984	569147	8032579
1985	569406	8031905
1986	569691	8031585
1987	569922	8030512
1988	570231	8030548
1989	570533	8030469
1990	570773	8029535
1991	571128	8030199
1992	571295	8028229
1993	571618	8028454
1994	571966	8029032
1995	572303	8029448
1996	572617	8029550
1997	572918	8029457
1998	573218	8029359
1999	573546	8029656
2000	573867	8029846
2001	574197	8030165
2002	574453	8029448
2003	574726	8028964
2004	575047	8029158
2005	575368	8029343
2006	575678	8029379
2007	576007	8029682
2008	576374	8030508
2009	576681	8030503
2010	576965	8030171
2011	577256	8029942
2012	577589	8030298
2013	577852	8029683
2014	578179	8029949
2015	578470	8029721
2016	578726	8029010
2017	579043	8029141
2018	579332	8028877
2019	579657	8029114
2020	580016	8029823
2021	580321	8029795
2022	580690	8030634
2023	581044	8031278
2024	581349	8031229
2025	581649	8031132
2026	582054	8032465
2027	582371	8032592
2028	582787	8034075
2029	583153	8034872
2030	583489	8035258
2031	583794	8035215
2032	584136	8035681
2033	584478	8036146
2034	584842	8036908
2035	585171	8037198
2036	585510	8037613
2037	585857	8038147
2038	586199	8038603
2039	586556	8039270
2040	586973	8040761
2041	587353	8041738
2042	587659	8041705
2043	588056	8042903
2044	588434	8043855
2045	588764	8044145
2046	589111	8044673
2047	589415	8044600
2048	589762	8045120
2049	590109	8045639
2050	590417	8045623
2051	590729	8045666
2052	591033	8045599
2053	591375	8046052
2054	591673	8045894
2055	592011	8046287
2056	592362	8046860
2057	592713	8047425
2058	593055	8047872
2059	593366	8047888
2060	593705	8048295
2061	594066	8048999
2062	594414	8049514
2063	594644	8048450
2064	594906	8047802
2065	595272	8048571
2066	595613	8048995
2067	595972	8049664
2068	596317	8050148
2069	596637	8050283
2070	596902	8049680
2071	597261	8050342
2072	597621	8051029
2073	597936	8051090
2074	598294	8051742
2075	598631	8052118
2076	598910	8051704
2077	599201	8051443
2078	599467	8050856
2079	599767	8050727
2080	600068	8050604
2081	600386	8050721
2082	600692	8050658
2083	600991	8050519
2084	601297	8050470
2085	601600	8050370
2086	601863	8049737
2087	602167	8049669
2088	602479	8049691
2089	602742	8049061
2090	603075	8049372
2091	603344	8048821
2092	603642	8048663
2093	603951	8048652
2094	604268	8048741
2095	604569	8048619
2096	604873	8048536
2097	605174	8048421
2098	605462	8048125
2099	605756	8047911
2100	606081	8048099
2101	606402	8048242
2102	606710	8048220
2103	607019	8048206
2104	607302	8047838
2105	607637	8048161
2106	607930	8047933
2107	608223	8047713
2108	608512	8047423
2109	608741	8046345
2110	609043	8046239
2111	609308	8045640
2112	609633	8045833
2113	609917	8045488
2114	610208	8045237
2115	610544	8045572
2116	610831	8045261
2117	611128	8045080
2118	611420	8044838
2119	611722	8044726
2120	612026	8044638
2121	612315	8044361
2122	612591	8043907
2123	612848	8043204
2124	613113	8042602
2125	613397	8042257
2126	613690	8042032
2127	614008	8042122
2128	614311	8042022
2129	614601	8041760
2130	614886	8041421
2131	615197	8041432
2132	615483	8041109
2133	615744	8040453
2134	616044	8040324
2135	616337	8040085
2136	616629	8039844
2137	616918	8039565
2138	617198	8039167
2139	617462	8038552
2140	617728	8037972
2141	617959	8036935
2142	618256	8036755
2143	618528	8036256
2144	618816	8035959
2145	619112	8035773
2146	619414	8035657
2147	619669	8034936
2148	619966	8034753
2149	620251	8034418
2150	620518	8033859
2151	620777	8033190
2152	621039	8032555
2153	621336	8032373
2154	621628	8032136
2155	621920	8031888
2156	622180	8031236
2157	622481	8031110
2158	622790	8031080
2159	623047	8030384
2160	623300	8029644
2161	623603	8029542
2162	623905	8029429
2163	624099	8027926
2164	624323	8026805
2165	624585	8026179
2166	624853	8025634
2167	625148	8025425
2168	625450	8025316
2169	625768	8025402
2170	626059	8025159
2171	626355	8024963
2172	626647	8024727
2173	626944	8024541
2174	627210	8023966
2175	627508	8023801
2176	627803	8023595
2177	628096	8023372
2178	628393	8023190
2179	628645	8022440
2180	628939	8022225
2181	629234	8022013
2182	629496	8021388
2183	629759	8020782
2184	630048	8020501
2185	630337	8020217
2186	630595	8019545
2187	630879	8019210
2188	631165	8018880
2189	631460	8018683
2190	631798	8019025
2191	632060	8018401
2192	632342	8018028
2193	632624	8017662
2194	632940	8017730
2195	633228	8017432
2196	633527	8017281
2197	633819	8017034
2198	634113	8016827
2199	634402	8016542
2200	634702	8016396
2201	634986	8016060
2202	635273	8015744
2203	635500	8014689
2204	635761	8014049
2205	636048	8013750
2206	636350	8013636
2207	636608	8012958
2208	636868	8012322
2209	637165	8012136
2210	637431	8011571
2211	637687	8010877
2212	637979	8010640
2213	638271	8010393
2214	638584	8010413
2215	638871	8010107
2216	639132	8009481
2217	639387	8008778
2218	639686	8008616
2219	639948	8008009
2220	640232	8007658
2221	640518	8007349
2222	640803	8007018
2223	641026	8005911
2224	641341	8005959
2225	641634	8005727
2226	641925	8005476
2227	642212	8005170
2228	642508	8004981
2229	642807	8004823
2230	643104	8004649
2231	643358	8003938
2232	643616	8003265
2233	643907	8003020
2234	644163	8002323
2235	644418	8001620
2236	644747	8001843
2237	645012	8001265
2238	645315	8001157
2239	645597	8000794
2240	645904	8000744
2241	646187	8000391
2242	646470	8000032
2243	646722	7999300
2244	646984	7998689
2245	647270	7998376
2246	647503	7997401
2247	647694	7995916
2248	647992	7995745
2249	648294	7995626
2250	648591	7995450
2251	648856	7994880
2252	649161	7994799
2253	649452	7994544
2254	649707	7993853
2255	649995	7993559
2256	650251	7992874
2257	650536	7992558
2258	650822	7992242
2259	651114	7992001
2260	651407	7991769
2261	651698	7991517
2262	651995	7991342
2263	652303	7991296
2264	652560	7990627
2265	652860	7990486
2266	653161	7990346
2267	653465	7990262
2268	653757	7990011
2269	654043	7989704
2270	654332	7989429
2271	654637	7989346
2272	654933	7989157
2273	655192	7988509
2274	655484	7988267
2275	655767	7987920
2276	656030	7987326
2277	656329	7987161
2278	656641	7987168
2279	656897	7986489
2280	657193	7986303
2281	657455	7985695
2282	657742	7985391
2283	658035	7985162
2284	658301	7984601
2285	658560	7983960
2286	658873	7983979
2287	659096	7982901
2288	659450	7983407
2289	659631	7981829
2290	659918	7981529
2291	660241	7981663
2292	660541	7981515
2293	660838	7981336
2294	661157	7981424
2295	661461	7981328
2296	661747	7981011
2297	662031	7980679
2298	662356	7980836
2299	662578	7979746
2300	662877	7979596
2301	663186	7979559
2302	663466	7979173
2303	663756	7978902
2304	664062	7978839
2305	664356	7978620
2306	664617	7977998
2307	664915	7977837
2308	665209	7977620
2309	665493	7977275
2310	665797	7977186
2311	666085	7976887
2312	666374	7976611
2313	666669	7976404
2314	666949	7976024
2315	667227	7975617
2316	667528	7975484
2317	667830	7975362
2318	668112	7974993
2319	668415	7974887
2320	668718	7974780
2321	668978	7974159
2322	669277	7973998
2323	669542	7973435
2324	669768	7972406
2325	670099	7972625
2326	670311	7971437
2327	670605	7971219
2328	670910	7971130
2329	671192	7970768
2330	671454	7970169
2331	671714	7969552
2332	672023	7969512
2333	672330	7969447
2334	672619	7969170
2335	672919	7969030
2336	673228	7968987
2337	673532	7968886
2338	673820	7968601
2339	674076	7967930
2340	674333	7967270
2341	674594	7966667
2342	674857	7966089
2343	675144	7965779
2344	675444	7965630
2345	675740	7965437
2346	676036	7965244
2347	676344	7965189
2348	676570	7964174
2349	676849	7963781
2350	677071	7962722
2351	677370	7962561
2352	677674	7962456
2353	677895	7961390
2354	678154	7960755
2355	678453	7960592
2356	678747	7960386
2357	679027	7959998
2358	679331	7959893
2359	679614	7959557
2360	679914	7959402
2361	680192	7959004
2362	680492	7958854
2363	680780	7958566
2364	681060	7958182
2365	681341	7957817
2366	681641	7957663
2367	681933	7957429
2368	682235	7957297
2369	682534	7957141
2370	682831	7956963
2371	683127	7956770
2372	683429	7956641
2373	683722	7956413
2374	684003	7956045
2375	684296	7955805
2376	684592	7955612
2377	684820	7954631
2378	685124	7954524
2379	685431	7954461
2380	685724	7954232
2381	686011	7953933
2382	686303	7953685
2383	686598	7953483
2384	686886	7953197
2385	687208	7953297
2386	687502	7953079
2387	687795	7952851
2388	688052	7952205
2389	688337	7951883
2390	688624	7951579
2391	688905	7951208
2392	689199	7950997
2393	689505	7950913
2394	689805	7950760
2395	690065	7950150
2396	690317	7949454
2397	690606	7949179
2398	690868	7948587
2399	691127	7947961
2400	691394	7947432
2401	691695	7947294
2402	691994	7947134
2403	692290	7946936
2404	692578	7946654
2405	692860	7946296
2406	693156	7946103
2407	693453	7945913
2408	693752	7945756
2409	694046	7945536
2410	694307	7944945
2411	694606	7944776
2412	694924	7944833
2413	695222	7944658
2414	695531	7944608
2415	695825	7944388
2416	696075	7943666
2417	696374	7943508
2418	696629	7942846
2419	696882	7942157
2420	697163	7941793
2421	697422	7941173
2422	697720	7940992
2423	697982	7940418
2424	698233	7939701
2425	698459	7938716
2426	698750	7938464
2427	699040	7938201
2428	699352	7938187
2429	699650	7938010
2430	699878	7937039
2431	700165	7936739
2432	700467	7936615
2433	700775	7936550
2434	701000	7935551
2435	701326	7935698
2436	701543	7934614
2437	701834	7934356
2438	702128	7934136
2439	702411	7933796
2440	702727	7933827
2441	703050	7933932
2442	703341	7933680
2443	703568	7932700
2444	703868	7932553
2445	704127	7931945
2446	704399	7931473
2447	704688	7931195
2448	704994	7931121
2449	705248	7930443
2450	705501	7929762
2451	705791	7929507
2452	706092	7929362
2453	706390	7929188
2454	706685	7928986
2455	706983	7928807
2456	707242	7928195
2457	707503	7927606
2458	707816	7927600
2459	708114	7927430
2460	708364	7926717
2461	708656	7926480
2462	708942	7926164
2463	709189	7925425
2464	709492	7925301
2465	709783	7925048
2466	710076	7924822
2467	710357	7924461
2468	710645	7924168
2469	710945	7924014
2470	711231	7923706
2471	711540	7923662
2472	711839	7923492
2473	712100	7922905
2474	712323	7921905
2475	712572	7921186
2476	712867	7920978
2477	713150	7920631
2478	713448	7920455
2479	713702	7919798
2480	714001	7919631
2481	714296	7919421
2482	714596	7919269
2483	714886	7919007
2484	715167	7918648
2485	715451	7918312
2486	715746	7918104
2487	716043	7917925
2488	716356	7917913
2489	716652	7917719
2490	716941	7917442
2491	717247	7917353
2492	717536	7917079
2493	717786	7916377
2494	718071	7916056
2495	718382	7916027
2496	718642	7915425
2497	718934	7915185
2498	719240	7915099
2499	719528	7914811
2500	719818	7914550
2501	720082	7913995
2502	720378	7913805
2503	720672	7913578
2504	720966	7913358
2505	721223	7912735
2506	721474	7912040
2507	721730	7911410
2508	722021	7911154
2509	722302	7910794
2510	722605	7910671
2511	722902	7910483
2512	723191	7910214
2513	723448	7909583
2514	723675	7908636
2515	723971	7908434
2516	724276	7908340
2517	724563	7908047
2518	724858	7907830
2519	725110	7907161
2520	725395	7906835
2521	725645	7906136
2522	725940	7905934
2523	726255	7905944
2524	726477	7904942
2525	726797	7905007
2526	726957	7903323
2527	727243	7903024
2528	727548	7902924
2529	727810	7902352
2530	728083	7901907
2531	728358	7901485
2532	728586	7900548
2533	728879	7900312
2534	729173	7900093
2535	729470	7899914
2536	729733	7899353
2537	729986	7898692
2538	730247	7898117
2539	730507	7897534
2540	730769	7896965
2541	731055	7896664
2542	731340	7896344
2543	731630	7896083
2544	731922	7895851
2545	732182	7895260
2546	732467	7894952
2547	732754	7894657
2548	732982	7893719
2549	733284	7893596
2550	733577	7893366
2551	733869	7893125
2552	734129	7892536
2553	734413	7892210
2554	734711	7892041
2555	735007	7891841
2556	735327	7891903
2557	735584	7891281
2558	735838	7890640
2559	736105	7890130
2560	736395	7889867
2561	736690	7889665
2562	736982	7889423
2563	737278	7889222
2564	737565	7888933
2565	737862	7888747
2566	738156	7888531
2567	738411	7887893
2568	738700	7887622
2569	738964	7887080
2570	739217	7886427
2571	739515	7886252
2572	739770	7885619
2573	740060	7885354
2574	740351	7885106
2575	740640	7884828
2576	740938	7884651
2577	741232	7884437
2578	741542	7884385
2579	741837	7884177
2580	742056	7883164
2581	742316	7882582
2582	742618	7882456
2583	742900	7882110
2584	743153	7881453
2585	743416	7880901
2586	743642	7879965
2587	743947	7879863
2588	744252	7879758
2589	744541	7879494
2590	744828	7879201
2591	745086	7878599
2592	745388	7878463
2593	745683	7878259
2594	745899	7877213
2595	746186	7876926
2596	746501	7876924
2597	746794	7876694
2598	747052	7876101
2599	747365	7876082
2600	747654	7875807
2601	747939	7875502
2602	748219	7875133
2603	748518	7874969
2604	748816	7874788
2605	749075	7874203
2606	749367	7873967
2607	749660	7873740
2608	749966	7873643
2609	750261	7873436
2610	750556	7873224
2611	750853	7873034
2612	751130	7872642
2613	751390	7872069
2614	751634	7871322
2615	751882	7870620
2616	752182	7870471
2617	752476	7870245
2618	752773	7870064
2619	752996	7869097
2620	753296	7868945
2621	753591	7868735
2622	753872	7868386
2623	754153	7868032
2624	754450	7867836
2625	754721	7867379
2626	755009	7867101
2627	755301	7866860
2628	755590	7866586
2629	755896	7866498
2630	756181	7866186
2631	756491	7866130
2632	756788	7865945
2633	757088	7865792
2634	757353	7865271
2635	757668	7865269
2636	757973	7865157
2637	758263	7864902
2638	758553	7864639
2639	758864	7864599
2640	759147	7864260
2641	759452	7864159
2642	759746	7863938
2643	760028	7863590
2644	760349	7863648
2645	760640	7863400
2646	760938	7863221
2647	761162	7862274
2648	761460	7862098
2649	761784	7862195
2650	762079	7861977
2651	762389	7861921
2652	762683	7861702
2653	762973	7861447
2654	763276	7861313
2655	763529	7860669
2656	763755	7859757
2657	764052	7859564
2658	764354	7859422
2659	764654	7859268
2660	764961	7859176
2661	765218	7858579
2662	765478	7858014
2663	765735	7857414
2664	766033	7857237
2665	766292	7856655
2666	766586	7856438
2667	766868	7856094
2668	767154	7855788
2669	767453	7855620
2670	767749	7855422
2671	768031	7855080
2672	768295	7854552
2673	768519	7853613
2674	768847	7853741
2675	769031	7852400
2676	769319	7852113
2677	769608	7851844
2678	769859	7851188
2679	770142	7850859
2680	770431	7850583
2681	770694	7850051
2682	770986	7849814
2683	771247	7849252
2684	771506	7848679
2685	771755	7847998
2686	772055	7847843
2687	772369	7847825
2688	772590	7846868
2689	772899	7846800
2690	773198	7846631
2691	773488	7846372
2692	773739	7845707
2693	773997	7845128
2694	774301	7845009
2695	774525	7844082
2696	774782	7843491
2697	775004	7842542
2698	775316	7842506
2699	775522	7841394
2700	775754	7840544
2701	776012	7839963
2702	776266	7839339
2703	776570	7839225
2704	776786	7838221
2705	777113	7838339
2706	777325	7837289
2707	777611	7836989
2708	777870	7836425
2709	778161	7836170
2710	778453	7835937
2711	778763	7835875
2712	779042	7835511
2713	779344	7835364
2714	779643	7835203
2715	779975	7835366
2716	780232	7834774
2717	780490	7834194
2718	780740	7833539
2719	781037	7833350
2720	781354	7833363
2721	781656	7833224
2722	781965	7833154
2723	782246	7832804
2724	782539	7832570
2725	782833	7832359
2726	783132	7832190
2727	783418	7831883
2728	783718	7831728
2729	784023	7831621
2730	784287	7831100
2731	784535	7830418
2732	784835	7830266
2733	785150	7830254
2734	785445	7830041
2735	785764	7830075
2736	786068	7829955
2737	786374	7829852
2738	786669	7829645
2739	786964	7829437
2740	787190	7828539
2741	787416	7827643
2742	787738	7827702
2743	788081	7827972
2744	788358	7827576
2745	788678	7827621
2746	788991	7827583
2747	789253	7827054
2748	789559	7826949
2749	789876	7826956
2750	790160	7826641
2751	790433	7826213
2752	790755	7826271
2753	791071	7826261
2754	791365	7826039
2755	791598	7825218
