iter	RMSE
427	8.546555336
428	8.546352225
429	8.545704176
430	8.531252665
431	8.527175636
432	8.524069914
433	8.520459018
434	8.518504839
435	8.51772943
436	8.516558727
437	8.511951949
438	8.49775028
439	8.493653415
440	8.48498089
441	8.481616545
442	8.478899499
443	8.475001256
444	8.472571029
445	8.471899538
446	8.470926443
447	8.464037721
448	8.462731906
449	8.459578177
450	8.456904307
451	8.456479188
452	8.448981788
453	8.447341826
454	8.442417535
455	8.442214923
456	8.441983882
457	8.438306748
458	8.430296637
459	8.429001697
460	8.424454942
461	8.420211397
462	8.419924677
463	8.418677369
464	8.416985299
465	8.41586176
466	8.412707246
467	8.410527085
468	8.408926892
469	8.408421896
470	8.406658464
471	8.406357133
472	8.402858231
473	8.401922052
474	8.39900823
475	8.396324474
476	8.393377827
477	8.390228198
478	8.390112155
479	8.386743176
480	8.38282402
481	8.380466198
482	8.377941149
483	8.37660758
484	8.376518775
485	8.375130907
486	8.37272273
487	8.370502785
488	8.369380773
489	8.364031635
490	8.362776186
491	8.3616081
492	8.361156728
493	8.355345136
494	8.353655769
495	8.346893852
496	8.345069371
497	8.339231189
498	8.336768349
499	8.331347677
500	8.327537191
501	8.325383695
502	8.323622489
503	8.318418106
504	8.317637869
505	8.317111018
506	8.31482831
507	8.303474464
508	8.300087002
509	8.297355891
510	8.295575807
511	8.290652767
512	8.284302251
513	8.284244548
514	8.281593286
515	8.277970148
516	8.27764094
517	8.277568992
518	8.27672319
519	8.276313631
520	8.272425366
521	8.270311617
522	8.269801313
523	8.268145036
524	8.258578172
525	8.257985892
526	8.257793418
527	8.255559114
528	8.254698425
529	8.253445619
530	8.252664045
531	8.23844272
532	8.233769884
533	8.232230274
534	8.226627554
535	8.225856497
536	8.223275453
537	8.219194904
538	8.216460807
539	8.213204888
540	8.212459765
541	8.206146334
542	8.205764721
543	8.204718996
544	8.203174206
545	8.203126486
546	8.202421897
547	8.199808462
548	8.197627145
549	8.197239743
550	8.192893152
551	8.191434946
552	8.190651778
553	8.188187958
554	8.185944972
555	8.181281941
556	8.179422957
557	8.177520474
558	8.175911085
559	8.174609438
560	8.172706504
561	8.170224376
562	8.16751827
563	8.159076491
564	8.1570559
565	8.15162203
566	8.147312051
567	8.143394002
568	8.140470229
569	8.136591232
570	8.130735389
571	8.127982176
572	8.123147346
573	8.118693146
574	8.114661896
575	8.111144854
576	8.110584066
577	8.106458955
578	8.103035364
579	8.102248619
580	8.101298241
581	8.100864863
582	8.095109541
583	8.094599424
584	8.09294963
585	8.087876937
586	8.085003575
587	8.084091138
588	8.084005669
589	8.081361021
590	8.079168698
591	8.078990186
592	8.078513689
593	8.076677541
594	8.075140749
595	8.072338024
596	8.069846495
597	8.063910548
598	8.062599273
599	8.061880599
600	8.061214064
601	8.058843225
602	8.056694243
603	8.056565128
604	8.055639732
605	8.054968165
606	8.052140664
607	8.052050517
608	8.049624479
609	8.048997056
610	8.048418319
611	8.04644201
612	8.046087225
613	8.043430848
614	8.040166803
615	8.039090477
616	8.033561808
617	8.033533079
618	8.031835997
619	8.031064907
620	8.030581803
621	8.029661509
622	8.026855381
623	8.026813571
624	8.026209241
625	8.024421873
626	8.023419538
627	8.020964821
628	8.019830311
629	8.019224227
630	8.018900419
631	8.015077177
632	8.012269534
633	8.012122471
634	8.010249488
635	8.01022841
636	8.010106465
637	8.007701033
638	8.006046022
639	8.005353168
640	8.005092476
641	8.003810485
642	8.002612426
643	7.999392076
644	7.996899752
645	7.994351751
646	7.994299097
647	7.991716685
648	7.990993088
649	7.990647968
650	7.990538494
651	7.987235845
652	7.987209883
653	7.987154416
654	7.987082498
655	7.986133996
656	7.984890189
657	7.984103868
658	7.984061002
659	7.98259101
660	7.982545662
661	7.981744
662	7.981717252
663	7.981693715
664	7.979600448
665	7.978899611
666	7.978848198
667	7.976570884
668	7.974067125
669	7.968307217
670	7.964980502
671	7.961143805
672	7.957041159
673	7.955648184
674	7.951918854
675	7.945156257
676	7.942405199
677	7.938844024
678	7.936550296
679	7.936508734
680	7.933699069
681	7.932617508
682	7.93018484
683	7.928686417
684	7.927315269
685	7.92600846
686	7.925196208
687	7.923816014
688	7.922546083
689	7.919812876
690	7.919773598
691	7.91521277
692	7.914471119
693	7.914455013
694	7.914004976
695	7.912236739
696	7.912114361
697	7.91166677
698	7.911649692
699	7.908356214
700	7.908310766
701	7.906269633
702	7.905797602
703	7.904674306
704	7.902566949
705	7.902043842
706	7.901863738
707	7.900984346
708	7.90082896
709	7.899309125
710	7.89821946
711	7.896954275
712	7.89443661
713	7.894321218
714	7.894259944
715	7.893726702
716	7.892263708
717	7.889393596
718	7.887087097
719	7.885478833
720	7.885395196
721	7.884857308
722	7.884848133
723	7.88286619
724	7.880814089
725	7.88075937
726	7.877830751
727	7.877585368
728	7.876339054
729	7.874635318
730	7.873008329
731	7.868490131
732	7.865924127
733	7.863227988
734	7.861046554
735	7.859200281
736	7.858483638
737	7.857966836
738	7.857532794
739	7.856906245
740	7.855307575
741	7.854349068
742	7.852133679
743	7.851387781
744	7.851182514
745	7.84907131
746	7.848836775
747	7.846948344
748	7.84471394
749	7.843730101
750	7.840587588
751	7.839700047
752	7.836995595
753	7.83625046
754	7.835692284
755	7.833699623
756	7.829120205
757	7.826961617
758	7.826226096
759	7.824662633
760	7.8245629
761	7.821392704
762	7.816936647
763	7.815164606
764	7.814341907
765	7.813853377
766	7.813781685
767	7.8128018
768	7.811786614
769	7.810580693
770	7.809715657
771	7.807133852
772	7.806682292
773	7.803308326
774	7.803150023
775	7.800208233
776	7.798423342
777	7.79264234
778	7.791170159
779	7.787471245
780	7.787445245
781	7.787407991
782	7.78733292
783	7.783304654
784	7.780165937
785	7.778851756
786	7.778698562
787	7.778530771
788	7.775721938
789	7.773912973
790	7.773431452
791	7.771411579
792	7.770847522
793	7.770663413
794	7.767982677
795	7.767744219
796	7.767515725
797	7.761362027
798	7.759297496
799	7.75616538
800	7.755322309
801	7.754048982
802	7.752845152
803	7.751273366
804	7.749426572
805	7.749251639
806	7.742889596
807	7.741736505
808	7.74012502
809	7.739873267
810	7.738663733
811	7.73437268
812	7.733388192
813	7.732491973
814	7.729778459
815	7.729358573
816	7.723849732
817	7.722333411
818	7.722065111
819	7.721841101
820	7.721330052
821	7.720717039
822	7.720246088
823	7.720157253
824	7.718993501
825	7.715842805
826	7.714296605
827	7.71420525
828	7.714121229
829	7.713609662
830	7.713424132
831	7.708585799
832	7.706736058
833	7.706138123
834	7.701298382
835	7.701255034
836	7.696820439
837	7.69606149
838	7.695651674
839	7.694473351
840	7.693264586
841	7.692094527
842	7.690223655
843	7.690221784
844	7.68718418
845	7.686257997
846	7.686071166
847	7.68557125
848	7.681361236
849	7.680881692
850	7.680261495
851	7.678903229
852	7.678629399
853	7.675164383
854	7.673045368
855	7.672375652
856	7.670366157
857	7.668926479
858	7.665406942
859	7.663938725
860	7.663742701
861	7.661844294
862	7.661548984
863	7.661079657
864	7.65878621
865	7.657921185
866	7.652303762
867	7.651503008
868	7.644647324
869	7.642258077
870	7.640203559
871	7.63813127
872	7.636334754
873	7.631906035
874	7.630641435
875	7.630100722
876	7.629529142
877	7.628218214
878	7.625108226
879	7.622930846
880	7.620052913
881	7.619421758
882	7.618988141
883	7.617992934
884	7.616888934
885	7.615553927
886	7.613043919
887	7.611923514
888	7.61056369
889	7.610435826
890	7.607221771
891	7.604489345
892	7.602831312
893	7.601463356
894	7.59894893
895	7.596100763
896	7.592480648
897	7.589853308
898	7.58966847
899	7.584754293
900	7.582942137
901	7.580824199
902	7.578801349
903	7.578392867
904	7.575327239
905	7.575100623
906	7.572443236
907	7.571826903
908	7.569979175
909	7.567976976
910	7.567542287
911	7.564524898
912	7.564042649
913	7.562412185
914	7.560867192
915	7.557291548
916	7.547326283
917	7.547016786
918	7.545886184
919	7.542305444
920	7.540439986
921	7.540296536
922	7.539406829
923	7.538959779
924	7.538870596
925	7.538163253
926	7.536349514
927	7.534947353
928	7.533499188
929	7.531391679
930	7.530351076
931	7.529386659
932	7.528520105
933	7.527238252
934	7.526126233
935	7.525061365
936	7.525033999
937	7.522089012
938	7.520044455
939	7.514778959
940	7.510845326
941	7.509817861
942	7.509809788
943	7.507621873
944	7.505501047
945	7.499682896
946	7.499282211
947	7.497028588
948	7.496748415
949	7.496734319
950	7.494151667
951	7.493144957
952	7.491712948
953	7.490457932
954	7.487833028
955	7.487593378
956	7.486342019
957	7.482206595
958	7.48188033
959	7.47950774
960	7.476907054
961	7.474377375
962	7.474015954
963	7.473577078
964	7.472665059
965	7.472068087
966	7.47167657
967	7.468143748
968	7.467160626
969	7.464384312
970	7.462662791
971	7.462348921
972	7.453664127
973	7.451848052
974	7.450752599
975	7.448176249
976	7.446215812
977	7.445515434
978	7.443610215
979	7.439722623
980	7.437355505
981	7.436600197
982	7.436485781
983	7.430767773
984	7.428647804
985	7.425469748
986	7.425280259
987	7.425007514
988	7.422354898
989	7.41578298
990	7.414440718
991	7.414112268
992	7.413069237
993	7.412216629
994	7.412104259
995	7.411710597
996	7.407890658
997	7.402095568
998	7.398575756
999	7.396709665
1000	7.396445332
1001	7.394707046
1002	7.392320234
1003	7.392030672
1004	7.390585453
1005	7.390426632
1006	7.388313564
1007	7.386266133
1008	7.382098445
1009	7.381168671
1010	7.377781263
1011	7.377596552
1012	7.376949808
1013	7.375736514
1014	7.372612223
1015	7.371245066
1016	7.370099353
1017	7.367119512
1018	7.36609473
1019	7.36438747
1020	7.361600542
1021	7.3601175
1022	7.359634913
1023	7.355904735
1024	7.354002549
1025	7.351712723
1026	7.348054217
1027	7.347956913
1028	7.345005603
1029	7.343497072
1030	7.339202034
1031	7.337619616
1032	7.337042413
1033	7.336733209
1034	7.336499308
1035	7.332872757
1036	7.332452194
1037	7.332449135
1038	7.331969512
1039	7.329640751
1040	7.327662371
1041	7.327192459
1042	7.324506545
1043	7.322657779
1044	7.320839459
1045	7.31800986
1046	7.317338924
1047	7.316732917
1048	7.316731767
1049	7.314658632
1050	7.313648533
1051	7.312326797
1052	7.30928308
1053	7.30803138
1054	7.307470488
1055	7.307050154
1056	7.306184108
1057	7.303019467
1058	7.30047777
1059	7.298396941
1060	7.297915127
1061	7.297891576
1062	7.296141349
1063	7.295998115
1064	7.29425831
1065	7.293817249
1066	7.293050006
1067	7.290300296
1068	7.287812335
1069	7.287785185
1070	7.284992416
1071	7.284365936
1072	7.284279673
1073	7.282620959
1074	7.282504074
1075	7.281782477
1076	7.281327577
1077	7.280544596
1078	7.279875512
1079	7.279553132
1080	7.278883457
1081	7.277380271
1082	7.277276746
1083	7.277031474
1084	7.2743244
1085	7.271018437
1086	7.267862156
1087	7.263860473
1088	7.26377757
1089	7.263380036
1090	7.262792881
1091	7.261719142
1092	7.261208139
1093	7.259743948
1094	7.259158017
1095	7.258604251
1096	7.258497932
1097	7.258444002
1098	7.257074166
1099	7.25623986
1100	7.256076879
1101	7.255939714
1102	7.254684422
1103	7.254545986
1104	7.254394707
1105	7.254177775
1106	7.252643802
1107	7.252462545
1108	7.250853952
1109	7.249974782
1110	7.24730645
1111	7.245317086
1112	7.243638911
1113	7.240139795
1114	7.238612729
1115	7.23670658
1116	7.236121612
1117	7.235784762
1118	7.232847755
1119	7.231827425
1120	7.231016672
1121	7.230334158
1122	7.229173369
1123	7.228897393
1124	7.228518328
1125	7.228024958
1126	7.227977328
1127	7.227580448
1128	7.226194321
1129	7.225598811
1130	7.225471962
1131	7.224090435
1132	7.222460577
1133	7.220760337
1134	7.220622125
1135	7.218783305
1136	7.217177279
1137	7.216791476
1138	7.215813366
1139	7.212875913
1140	7.211983958
1141	7.211649898
1142	7.208716523
1143	7.208675695
1144	7.205327418
1145	7.2030805
1146	7.200262897
1147	7.197565143
1148	7.19278975
1149	7.190500468
1150	7.189655726
1151	7.189384284
1152	7.187298219
1153	7.184389224
1154	7.182499061
1155	7.180217977
1156	7.179357397
1157	7.17617933
1158	7.175705552
1159	7.172730333
1160	7.17252545
1161	7.171550923
1162	7.169090987
1163	7.167449362
1164	7.16647849
1165	7.1652037
1166	7.16356605
1167	7.163201223
1168	7.16269803
1169	7.161226504
1170	7.161196605
1171	7.161119141
1172	7.158876035
1173	7.157410236
1174	7.156938028
1175	7.156647751
1176	7.156466322
1177	7.155474429
1178	7.155055895
1179	7.153332739
1180	7.150477375
1181	7.149278822
1182	7.147389801
1183	7.146928563
1184	7.146765871
1185	7.145903272
1186	7.145543918
1187	7.142772429
1188	7.142594339
1189	7.140348478
1190	7.140163987
1191	7.138235913
1192	7.137674789
1193	7.136838268
1194	7.135663948
1195	7.13452176
1196	7.131772795
1197	7.130514265
1198	7.128745744
1199	7.126958164
1200	7.126935622
1201	7.125835924
1202	7.125682418
1203	7.1241491
1204	7.123946769
1205	7.123832679
1206	7.123451385
1207	7.122947775
1208	7.1213334
1209	7.118304409
1210	7.117102043
1211	7.113920667
1212	7.113433807
1213	7.11340403
1214	7.112957378
1215	7.109980765
1216	7.1081252
1217	7.107108714
1218	7.105338763
1219	7.104050517
1220	7.103131818
1221	7.101437621
1222	7.099806291
1223	7.098192914
1224	7.098170757
1225	7.097962636
1226	7.095746572
1227	7.095493476
1228	7.093591071
1229	7.09170133
1230	7.089708816
1231	7.086811868
1232	7.085147479
1233	7.081958928
1234	7.07923401
1235	7.078995449
1236	7.077134537
1237	7.076642455
1238	7.07511472
1239	7.073778009
1240	7.07340624
1241	7.072299592
1242	7.069728474
1243	7.066395996
1244	7.066259937
1245	7.064547692
1246	7.064368934
1247	7.059934646
1248	7.055929851
1249	7.054081404
1250	7.05403938
1251	7.05276217
1252	7.051274613
1253	7.047275443
1254	7.047139272
1255	7.044889386
1256	7.043579734
1257	7.043193194
1258	7.039159527
1259	7.03504662
1260	7.032715188
1261	7.029037799
1262	7.028656132
1263	7.028268534
1264	7.027411753
1265	7.024235379
1266	7.021577678
1267	7.021190604
1268	7.020988104
1269	7.019809915
1270	7.017510669
1271	7.017023021
1272	7.014191129
1273	7.012919006
1274	7.012442353
1275	7.011576364
1276	7.01143936
1277	7.008999795
1278	7.004147191
1279	7.002987326
1280	7.001634023
1281	6.997243461
1282	6.993914201
1283	6.992966448
1284	6.992107055
1285	6.991415691
1286	6.988112989
1287	6.986811862
1288	6.984465443
1289	6.983435862
1290	6.983309772
1291	6.983232188
1292	6.98304827
1293	6.98225772
1294	6.981808971
1295	6.981666726
1296	6.980454269
1297	6.978862709
1298	6.977598864
1299	6.977355222
1300	6.97414926
1301	6.974015036
1302	6.973677374
1303	6.971293867
1304	6.97096175
1305	6.969580693
1306	6.968961313
1307	6.967678733
1308	6.966623781
1309	6.964369992
1310	6.96370929
1311	6.960092971
1312	6.957835446
1313	6.953969333
1314	6.951517879
1315	6.950452765
1316	6.94837183
1317	6.947015085
1318	6.944696783
1319	6.942605296
1320	6.941372174
1321	6.937841681
1322	6.936492393
1323	6.933252619
1324	6.931501057
1325	6.931255643
1326	6.930011105
1327	6.92744133
1328	6.926253047
1329	6.92512597
1330	6.924204717
1331	6.923802659
1332	6.923523346
1333	6.922913709
1334	6.921008857
1335	6.920941128
1336	6.920560391
1337	6.917966068
1338	6.917954538
1339	6.916618408
1340	6.915655349
1341	6.914144375
1342	6.913442248
1343	6.911954113
1344	6.910491299
1345	6.908204503
1346	6.904097077
1347	6.9028191
1348	6.902507059
1349	6.901349138
1350	6.900976366
1351	6.89833392
1352	6.89776996
1353	6.896257707
1354	6.896166754
1355	6.893751844
1356	6.89031577
1357	6.890005681
1358	6.889504862
1359	6.88864424
1360	6.888614632
1361	6.887965662
1362	6.886236163
1363	6.885585065
1364	6.881405436
1365	6.876837373
1366	6.874021521
1367	6.87392753
1368	6.873342531
1369	6.871391546
1370	6.869794813
1371	6.86656261
1372	6.86273153
1373	6.860421664
1374	6.860131192
1375	6.859839141
1376	6.858294052
1377	6.85698932
1378	6.856626755
1379	6.854288581
1380	6.8515589
1381	6.849599001
1382	6.848059812
1383	6.846096867
1384	6.845771544
1385	6.845585473
1386	6.843919985
1387	6.842859323
1388	6.841104887
1389	6.84017814
1390	6.838624623
1391	6.83592127
1392	6.834061668
1393	6.833057924
1394	6.832516296
1395	6.832292598
1396	6.831690167
1397	6.831428388
1398	6.828714175
1399	6.826494213
1400	6.825027684
1401	6.824965241
1402	6.824204872
1403	6.823982078
1404	6.822278921
1405	6.821570725
1406	6.820165686
1407	6.819935491
1408	6.818857565
1409	6.817967081
1410	6.817530351
1411	6.815902029
1412	6.81556438
1413	6.815329348
1414	6.814962409
1415	6.814254951
1416	6.814104545
1417	6.813635123
1418	6.813395879
1419	6.812667096
1420	6.811707726
1421	6.8085102
1422	6.808313001
1423	6.807347516
1424	6.805680056
1425	6.801473728
1426	6.800152033
1427	6.799861026
1428	6.799579479
1429	6.798940266
1430	6.797734909
1431	6.797618467
1432	6.79477241
1433	6.793125293
1434	6.789568129
1435	6.787686316
1436	6.785359541
1437	6.78441956
1438	6.782941448
1439	6.779756146
1440	6.779244161
1441	6.777643031
1442	6.777373149
1443	6.777158531
1444	6.775667494
1445	6.773736281
1446	6.772309632
1447	6.771555865
1448	6.77008003
1449	6.769921121
1450	6.769510837
1451	6.768308038
1452	6.767260717
1453	6.766752102
1454	6.766483469
1455	6.765256567
1456	6.764899127
1457	6.764819018
1458	6.762765906
1459	6.761617328
1460	6.759193455
1461	6.757299629
1462	6.756164594
1463	6.754828746
1464	6.754762305
1465	6.75251279
1466	6.752448432
1467	6.751859819
1468	6.746724851
1469	6.746479954
1470	6.745960044
1471	6.743736369
1472	6.742602547
1473	6.740196545
1474	6.737983675
1475	6.737624521
1476	6.735598065
1477	6.734641376
1478	6.733960072
1479	6.733810774
1480	6.731840323
1481	6.731319835
1482	6.730452877
1483	6.729627646
1484	6.729559813
1485	6.729164327
1486	6.728657978
1487	6.727931928
1488	6.727179368
1489	6.72714472
1490	6.726753707
1491	6.72414618
1492	6.723304441
1493	6.721872572
1494	6.7208893
1495	6.720092723
1496	6.719164403
1497	6.71731158
1498	6.717196107
1499	6.71554932
1500	6.715453717
1501	6.714817742
1502	6.714500921
1503	6.713883843
1504	6.712486747
1505	6.711782868
1506	6.711680052
1507	6.711004441
1508	6.710886806
1509	6.710327528
1510	6.709854178
1511	6.709501911
1512	6.709048348
1513	6.706949051
1514	6.705619929
1515	6.705303454
1516	6.705127727
1517	6.70503952
1518	6.703211694
1519	6.70286152
1520	6.701265907
1521	6.70100081
1522	6.700943527
1523	6.70053123
1524	6.698702358
1525	6.696155228
1526	6.694000311
1527	6.6938334
1528	6.693012636
1529	6.689830751
1530	6.689663946
1531	6.688824874
1532	6.684059606
1533	6.682963403
1534	6.680505416
1535	6.680275841
1536	6.67958345
1537	6.677656992
1538	6.677379882
1539	6.67530068
1540	6.674519169
1541	6.67108769
1542	6.670494112
1543	6.670241726
1544	6.668756131
1545	6.668588937
1546	6.667197554
1547	6.665692445
1548	6.665398738
1549	6.665245145
1550	6.66484135
1551	6.663060896
1552	6.662448237
1553	6.660085354
1554	6.659926047
1555	6.659736967
1556	6.658429546
1557	6.658288485
1558	6.657598418
1559	6.654876851
1560	6.654009842
1561	6.652893061
1562	6.651939002
1563	6.651044729
1564	6.64867109
1565	6.647517258
1566	6.645883101
1567	6.645812326
1568	6.645662701
1569	6.645393724
1570	6.645086511
1571	6.644679589
1572	6.644119627
1573	6.642927162
1574	6.642887372
1575	6.642229994
1576	6.64071502
1577	6.640524168
1578	6.639722343
1579	6.637847108
1580	6.63717203
1581	6.63420694
1582	6.632855912
1583	6.632433708
1584	6.630062181
1585	6.628778113
1586	6.628655858
1587	6.628329188
1588	6.627456937
1589	6.626607324
1590	6.625900706
1591	6.625804887
1592	6.623889205
1593	6.623523702
1594	6.62338668
1595	6.623294967
1596	6.621858961
1597	6.620769226
1598	6.618535565
1599	6.615760498
1600	6.612361456
1601	6.610767903
1602	6.609869908
1603	6.609035727
1604	6.607780131
1605	6.607180996
1606	6.605131446
1607	6.60455353
1608	6.603490002
1609	6.602143633
1610	6.601954666
1611	6.60087497
1612	6.599985033
1613	6.598950562
1614	6.598325284
1615	6.596829791
1616	6.596465741
1617	6.594488095
1618	6.593947512
1619	6.592097095
1620	6.5920733
1621	6.591749148
1622	6.590156582
1623	6.590048322
1624	6.587429225
1625	6.585856435
1626	6.58537203
1627	6.584238051
1628	6.581730587
1629	6.581669103
1630	6.581617664
1631	6.580599832
1632	6.58016753
1633	6.57958681
1634	6.578992679
1635	6.578375672
1636	6.578131975
1637	6.577747935
1638	6.576774183
1639	6.573146365
1640	6.571854763
1641	6.570684045
1642	6.568739435
1643	6.56655606
1644	6.566473525
1645	6.56645695
1646	6.565703423
1647	6.563431882
1648	6.563178404
1649	6.562490882
1650	6.562406232
1651	6.560203507
1652	6.559801093
1653	6.555482898
1654	6.555250333
1655	6.55504921
1656	6.553054048
1657	6.551132693
1658	6.549834934
1659	6.548952459
1660	6.54785914
1661	6.545877284
1662	6.54318457
1663	6.541923804
1664	6.541622042
