iter	RMSE
1665	6.541356437
1666	6.540925541
1667	6.540889884
1668	6.539468268
1669	6.538622414
1670	6.535045057
1671	6.533445194
1672	6.532039752
1673	6.530018517
1674	6.529978989
1675	6.529182375
1676	6.526446216
1677	6.525346121
1678	6.523072599
1679	6.521412174
1680	6.518303463
1681	6.517276999
1682	6.516989424
1683	6.515777493
1684	6.514872009
1685	6.514170246
1686	6.513800629
1687	6.511830752
1688	6.507838971
1689	6.507466948
1690	6.506503636
1691	6.505018667
1692	6.504102135
1693	6.503821273
1694	6.50372615
1695	6.503134567
1696	6.501816356
1697	6.499225666
1698	6.49885688
1699	6.497241143
1700	6.497128936
1701	6.496587188
1702	6.495903352
1703	6.495830232
1704	6.493735786
1705	6.493432471
1706	6.491190824
1707	6.491068097
1708	6.490330475
1709	6.490277725
1710	6.489361239
1711	6.488307846
1712	6.488138045
1713	6.487362275
1714	6.485559773
1715	6.484162356
1716	6.481959541
1717	6.480007977
1718	6.479381497
1719	6.47573671
1720	6.474950339
1721	6.474482188
1722	6.473217553
1723	6.472907793
1724	6.471927248
1725	6.470746391
1726	6.468552057
1727	6.467172621
1728	6.465806105
1729	6.465742693
1730	6.465210991
1731	6.463501782
1732	6.461988692
1733	6.461879448
1734	6.459685275
1735	6.458890834
1736	6.458328822
1737	6.456353847
1738	6.456108136
1739	6.455408408
1740	6.453194526
1741	6.453082189
1742	6.452967141
1743	6.452239424
1744	6.450084861
1745	6.449790149
1746	6.448253707
1747	6.446445368
1748	6.446196617
1749	6.446080803
1750	6.445975458
1751	6.444135338
1752	6.443695526
1753	6.443683893
1754	6.442753099
1755	6.442070781
1756	6.441822726
1757	6.441483378
1758	6.44086342
1759	6.440787143
1760	6.43791942
1761	6.437790519
1762	6.437587385
1763	6.436249501
1764	6.435028931
1765	6.434793835
1766	6.434644178
1767	6.433234804
1768	6.432861231
1769	6.432503197
1770	6.43116582
1771	6.429082322
1772	6.427163051
1773	6.425523428
1774	6.42531519
1775	6.425180396
1776	6.424722415
1777	6.424652303
1778	6.423653332
1779	6.423571672
1780	6.421741683
1781	6.421700631
1782	6.421464155
1783	6.42061925
1784	6.418588307
1785	6.418127304
1786	6.417775063
1787	6.411984729
1788	6.411720296
1789	6.410329022
1790	6.405792386
1791	6.404922734
1792	6.404267544
1793	6.402885301
1794	6.402701619
1795	6.401741032
1796	6.40104157
1797	6.399394789
1798	6.399289137
1799	6.397946368
1800	6.393855603
1801	6.390419918
1802	6.389129606
1803	6.388808199
1804	6.387726286
1805	6.385904992
1806	6.385138912
1807	6.384002057
1808	6.383458252
1809	6.383452834
1810	6.382050432
1811	6.381318403
1812	6.380277364
1813	6.379503478
1814	6.379221916
1815	6.377125242
1816	6.376881056
1817	6.376069478
1818	6.375540499
1819	6.374945937
1820	6.373891205
1821	6.373503595
1822	6.372062247
1823	6.37200314
1824	6.370908303
1825	6.369894238
1826	6.36794189
1827	6.367259909
1828	6.364083151
1829	6.363580938
1830	6.360307607
1831	6.359645773
1832	6.358492112
1833	6.356273305
1834	6.355589701
1835	6.351406967
1836	6.35079326
1837	6.350338409
1838	6.350171427
1839	6.349880413
1840	6.349702381
1841	6.348953674
1842	6.347720182
1843	6.347454634
1844	6.346328089
1845	6.34546531
1846	6.343475746
1847	6.342136755
1848	6.340788757
1849	6.340402613
1850	6.336141467
1851	6.334041772
1852	6.333965927
1853	6.332579143
1854	6.331667609
1855	6.329743449
1856	6.329023648
1857	6.327585352
1858	6.327302758
1859	6.325201578
1860	6.325092353
1861	6.32332007
1862	6.320900035
1863	6.319198127
1864	6.318245842
1865	6.318033314
1866	6.316203063
1867	6.315121108
1868	6.314368277
1869	6.313286665
1870	6.313132854
1871	6.311655113
1872	6.311582901
1873	6.311226701
1874	6.309949659
1875	6.307978369
1876	6.306653979
1877	6.306546975
1878	6.30651414
1879	6.305632459
1880	6.304138996
1881	6.303053261
1882	6.301315518
1883	6.300701458
1884	6.300593369
1885	6.297842449
1886	6.297704646
1887	6.296950763
1888	6.295678216
1889	6.293137872
1890	6.292617658
1891	6.291559278
1892	6.291051268
1893	6.289608415
1894	6.288871337
1895	6.288613547
1896	6.287601953
1897	6.284872834
1898	6.283595645
1899	6.283119597
1900	6.282905385
1901	6.282321126
1902	6.278030141
1903	6.277947385
1904	6.275512259
1905	6.274108618
1906	6.273710179
1907	6.271424943
1908	6.271384843
1909	6.270750396
1910	6.270007684
1911	6.269390299
1912	6.268400297
1913	6.268211066
1914	6.267358093
1915	6.267018508
1916	6.266531692
1917	6.265779083
1918	6.265161506
1919	6.264539947
1920	6.263510427
1921	6.261754049
1922	6.257693411
1923	6.255935903
1924	6.25583383
1925	6.254770565
1926	6.253749886
1927	6.253024985
1928	6.252870863
1929	6.251593268
1930	6.251475845
1931	6.248681089
1932	6.248585894
1933	6.248515185
1934	6.245795897
1935	6.245038441
1936	6.243864026
1937	6.242061695
1938	6.241687433
1939	6.241165954
1940	6.240746518
1941	6.237872273
1942	6.23499445
1943	6.233770852
1944	6.233675051
1945	6.233588434
1946	6.232762146
1947	6.231767423
1948	6.231444272
1949	6.229288131
1950	6.226768152
1951	6.226177672
1952	6.225988131
1953	6.224618848
1954	6.222830546
1955	6.222204836
1956	6.220091375
1957	6.219347102
1958	6.218528497
1959	6.216526798
1960	6.216423508
1961	6.2163505
1962	6.215487572
1963	6.212671979
1964	6.212442543
1965	6.210995261
1966	6.206853216
1967	6.206609231
1968	6.206124696
1969	6.20460927
1970	6.203053612
1971	6.201241939
1972	6.201120289
1973	6.198347804
1974	6.197309902
1975	6.196759901
1976	6.195507695
1977	6.194394429
1978	6.192969892
1979	6.192721367
1980	6.191061299
1981	6.190707673
1982	6.190158424
1983	6.188971413
1984	6.188910225
1985	6.188831692
1986	6.18781245
1987	6.187474121
1988	6.185642206
1989	6.185014699
1990	6.184370163
1991	6.181880559
1992	6.180799732
1993	6.178152252
1994	6.177633195
1995	6.176267819
1996	6.175773798
1997	6.174553512
1998	6.174111677
1999	6.172989497
2000	6.170750635
2001	6.170637131
2002	6.169125184
2003	6.167502897
2004	6.166722244
2005	6.164598302
2006	6.162781442
2007	6.162688756
2008	6.161962207
2009	6.161960301
2010	6.161773789
2011	6.161291911
2012	6.158754474
2013	6.15860499
2014	6.15846313
2015	6.15826494
2016	6.157897114
2017	6.157356055
2018	6.155828278
2019	6.15365096
2020	6.151886978
2021	6.150695646
2022	6.150458853
2023	6.147866667
2024	6.147665309
2025	6.147454058
2026	6.146190078
2027	6.145945549
2028	6.145680089
2029	6.144402308
2030	6.14299149
2031	6.14289899
2032	6.140975111
2033	6.139203785
2034	6.137438775
2035	6.136232449
2036	6.136189015
2037	6.134169651
2038	6.133303334
2039	6.128511596
2040	6.127458556
2041	6.126468054
2042	6.1263932
2043	6.124261621
2044	6.122506095
2045	6.120821029
2046	6.120194158
2047	6.119977155
2048	6.119928296
2049	6.119118408
2050	6.118037718
2051	6.117555415
2052	6.117299014
2053	6.114879802
2054	6.11431453
2055	6.113616629
2056	6.113594368
2057	6.109853519
2058	6.107905753
2059	6.107790954
2060	6.103947992
2061	6.101138859
2062	6.100670864
2063	6.100566711
2064	6.100487778
2065	6.098617852
2066	6.097540473
2067	6.095516762
2068	6.092703964
2069	6.09267937
2070	6.092297153
2071	6.090920586
2072	6.090445322
2073	6.09038736
2074	6.088692085
2075	6.087635705
2076	6.087404437
2077	6.086473527
2078	6.086395232
2079	6.085308447
2080	6.085128212
2081	6.084158472
2082	6.082804448
2083	6.08231378
2084	6.082276652
2085	6.081968044
2086	6.081673302
2087	6.081081033
2088	6.080418701
2089	6.079456628
2090	6.07920448
2091	6.077911252
2092	6.076901644
2093	6.076867785
2094	6.076312879
2095	6.074664421
2096	6.074250721
2097	6.074124045
2098	6.072662712
2099	6.071277495
2100	6.070181923
2101	6.068776693
2102	6.066310437
2103	6.06508651
2104	6.06132646
2105	6.059145546
2106	6.054971121
2107	6.053677203
2108	6.052790772
2109	6.052087285
2110	6.050938357
2111	6.049983314
2112	6.049094409
2113	6.04837332
2114	6.047278624
2115	6.045136303
2116	6.043977848
2117	6.043910063
2118	6.041483637
2119	6.0413824
2120	6.040497706
2121	6.03952922
2122	6.039278765
2123	6.035211767
2124	6.035103367
2125	6.033975915
2126	6.032842104
2127	6.032044317
2128	6.029165666
2129	6.026694104
2130	6.024279748
2131	6.023356746
2132	6.020607525
2133	6.020281995
2134	6.017618947
2135	6.016785108
2136	6.012238203
2137	6.011640336
2138	6.010693049
2139	6.01044571
2140	6.010206948
2141	6.009479495
2142	6.009336219
2143	6.009270313
2144	6.006712614
2145	6.004943835
2146	6.003815515
2147	6.003549278
2148	6.002170997
2149	6.001240055
2150	6.000722561
2151	5.999931582
2152	5.998574155
2153	5.998425037
2154	5.998178802
2155	5.997530241
2156	5.997513404
2157	5.997066377
2158	5.996900698
2159	5.99687184
2160	5.995775255
2161	5.994385763
2162	5.993670918
2163	5.993441646
2164	5.993266625
2165	5.991796692
2166	5.991399813
2167	5.990931053
2168	5.990126992
2169	5.988869498
2170	5.988726276
2171	5.986070285
2172	5.984267496
2173	5.983557395
2174	5.983066489
2175	5.981337886
2176	5.979702851
2177	5.977523348
2178	5.977387431
2179	5.977183943
2180	5.976582422
2181	5.974937587
2182	5.974897465
2183	5.974869289
2184	5.97241495
2185	5.972303138
2186	5.971776529
2187	5.971344541
2188	5.971047794
2189	5.970325478
2190	5.967473715
2191	5.967391254
2192	5.965071617
2193	5.963548383
2194	5.962587231
2195	5.962303515
2196	5.960220018
2197	5.959670205
2198	5.958179
2199	5.9566981
2200	5.956025165
2201	5.955943735
2202	5.953071888
2203	5.952812027
2204	5.952482959
2205	5.95051896
2206	5.948238535
2207	5.947407996
2208	5.947333096
2209	5.946094606
2210	5.944797678
2211	5.944385533
2212	5.94239527
2213	5.941507842
2214	5.939958295
2215	5.938986762
2216	5.938548522
2217	5.937996912
2218	5.937356297
2219	5.93724119
2220	5.93481254
2221	5.931643372
2222	5.930486532
2223	5.929959611
2224	5.928417629
2225	5.928023168
2226	5.927637556
2227	5.925724461
2228	5.924780772
2229	5.923849254
2230	5.922553081
2231	5.922404962
2232	5.922242554
2233	5.920498303
2234	5.918941574
2235	5.918918157
2236	5.917469161
2237	5.91653163
2238	5.915115203
2239	5.913222977
2240	5.912243331
2241	5.911467639
2242	5.908669202
2243	5.908660267
2244	5.905372305
2245	5.902234913
2246	5.90185954
2247	5.901829483
2248	5.901654012
2249	5.900988544
2250	5.89989772
2251	5.89952257
2252	5.898592829
2253	5.897799442
2254	5.897684782
2255	5.89663296
2256	5.895716603
2257	5.893807693
2258	5.892544604
2259	5.892405083
2260	5.891242657
2261	5.889330014
2262	5.889123028
2263	5.88812904
2264	5.886754601
2265	5.886494766
2266	5.886071517
2267	5.884950575
2268	5.883133163
2269	5.881712179
2270	5.881368384
2271	5.880572423
2272	5.877819497
2273	5.876507068
2274	5.875162356
2275	5.873935382
2276	5.871917079
2277	5.871177039
2278	5.8709279
2279	5.870857369
2280	5.869294168
2281	5.868409483
2282	5.868207478
2283	5.866834728
2284	5.866727905
2285	5.865803544
2286	5.86510731
2287	5.864504438
2288	5.864399258
2289	5.862979344
2290	5.86079893
2291	5.858153137
2292	5.857012206
2293	5.856083116
2294	5.855591081
2295	5.850784564
2296	5.850615545
2297	5.849821661
2298	5.847762613
2299	5.846201698
2300	5.845250703
2301	5.844496237
2302	5.84436232
2303	5.84415723
2304	5.843635888
2305	5.842895138
2306	5.842456661
2307	5.842026104
2308	5.840203472
2309	5.839471862
2310	5.837183201
2311	5.836248133
2312	5.834633901
2313	5.83379566
2314	5.832308011
2315	5.829125106
2316	5.82825587
2317	5.827485778
2318	5.827401181
2319	5.826271751
2320	5.825243185
2321	5.824993106
2322	5.823682441
2323	5.822638901
2324	5.82251215
2325	5.820485604
2326	5.819625636
2327	5.818403317
2328	5.817375088
2329	5.816066348
2330	5.815875416
2331	5.814932638
2332	5.813621842
2333	5.812513651
2334	5.811261286
2335	5.810197191
2336	5.809514697
2337	5.808568672
2338	5.807822492
2339	5.806710149
2340	5.806339108
2341	5.805358005
2342	5.805152416
2343	5.802884547
2344	5.802225486
2345	5.801852054
2346	5.800148248
2347	5.798959665
2348	5.798907343
2349	5.797858
2350	5.797236899
2351	5.796324385
2352	5.795214435
2353	5.794754514
2354	5.794732321
2355	5.793551113
2356	5.793242771
2357	5.792578182
2358	5.79067674
2359	5.789212552
2360	5.788648272
2361	5.787580631
2362	5.786729338
2363	5.786616561
2364	5.783641375
2365	5.782749889
2366	5.782521243
2367	5.780503741
2368	5.779934861
2369	5.779475001
2370	5.778816487
2371	5.778585685
2372	5.778048702
2373	5.776468612
2374	5.773193744
2375	5.772129749
2376	5.770736182
2377	5.770251393
2378	5.768241618
2379	5.76761033
2380	5.767409159
2381	5.767359897
2382	5.766412871
2383	5.764061268
2384	5.761806415
2385	5.760861222
2386	5.760302309
2387	5.759459298
2388	5.759398516
2389	5.75893756
2390	5.758005929
2391	5.752286048
2392	5.750549808
2393	5.749673721
2394	5.748529674
2395	5.748254444
2396	5.748042727
2397	5.747755566
2398	5.747322831
2399	5.747238218
2400	5.747142714
2401	5.745421844
2402	5.744062824
2403	5.743985228
2404	5.743860692
2405	5.74259537
2406	5.742187262
2407	5.740475104
2408	5.736968651
2409	5.735879187
2410	5.735424529
2411	5.73220077
2412	5.731765578
2413	5.729368481
2414	5.728611038
2415	5.724360507
2416	5.721516705
2417	5.720657646
2418	5.720184142
2419	5.719779399
2420	5.717322388
2421	5.716117772
2422	5.714847196
2423	5.711872366
2424	5.711678918
2425	5.711566805
2426	5.710949895
2427	5.709001701
2428	5.706876697
2429	5.706459032
2430	5.706426563
2431	5.706393655
2432	5.706008898
2433	5.703665738
2434	5.70307127
2435	5.702805922
2436	5.701945453
2437	5.699332473
2438	5.698372428
2439	5.696934411
2440	5.694997397
2441	5.693129201
2442	5.6924543
2443	5.692192689
2444	5.691632278
2445	5.691158033
2446	5.69066733
2447	5.688694306
2448	5.688319227
2449	5.688042253
2450	5.687949823
2451	5.685913445
2452	5.684984809
2453	5.683126178
2454	5.681377226
2455	5.680245373
2456	5.680114449
2457	5.679967896
2458	5.678855446
2459	5.676731225
2460	5.676469605
2461	5.675607942
2462	5.674343356
2463	5.67420296
2464	5.672436372
2465	5.669849134
2466	5.668049941
2467	5.667126998
2468	5.666465445
2469	5.666325566
2470	5.665417725
2471	5.663885485
2472	5.662161428
2473	5.661914426
2474	5.661539649
2475	5.661287745
2476	5.660975987
2477	5.66096363
2478	5.658583031
2479	5.658246425
2480	5.657651714
2481	5.65625819
2482	5.65537023
2483	5.65500832
2484	5.653729977
2485	5.652790052
2486	5.652366005
2487	5.652320034
2488	5.651563898
2489	5.65085135
2490	5.647624823
2491	5.646477324
2492	5.645757896
2493	5.645694161
2494	5.644874107
2495	5.644375083
2496	5.643710707
2497	5.642221751
2498	5.641068104
2499	5.640854307
2500	5.640449966
2501	5.640202152
2502	5.637625195
2503	5.63705403
2504	5.636857267
2505	5.636748032
2506	5.63656422
2507	5.636274219
2508	5.635058557
2509	5.634062656
2510	5.633638199
2511	5.632278234
2512	5.631478013
2513	5.63112536
2514	5.630643124
2515	5.628971622
2516	5.627295609
2517	5.626598645
2518	5.62464545
2519	5.624237011
2520	5.623327993
2521	5.620679631
2522	5.619499905
2523	5.619264779
2524	5.618456338
2525	5.618414482
2526	5.618362152
2527	5.617624576
2528	5.61592711
2529	5.61591024
2530	5.615863358
2531	5.614721709
2532	5.614695317
2533	5.614219437
2534	5.613996058
2535	5.612760395
2536	5.612266245
2537	5.611886614
2538	5.611425527
2539	5.611017789
2540	5.609142936
2541	5.607979238
2542	5.606853504
2543	5.606820399
2544	5.606095103
2545	5.605963965
2546	5.605903277
2547	5.605183597
2548	5.605090539
2549	5.604226497
2550	5.603753663
2551	5.603311834
2552	5.602531982
2553	5.600689554
2554	5.599459388
2555	5.598155305
2556	5.596865595
2557	5.596015234
2558	5.594638278
2559	5.594573303
2560	5.592911838
2561	5.59222735
2562	5.590518469
2563	5.587493553
2564	5.587449223
2565	5.587043615
2566	5.584826177
2567	5.584469681
2568	5.581418001
2569	5.580310032
2570	5.579453555
2571	5.578523697
2572	5.577383466
2573	5.576614308
2574	5.576584449
2575	5.575305558
2576	5.574154889
2577	5.572906045
2578	5.572814665
2579	5.572211051
2580	5.571767547
2581	5.570773585
2582	5.570384933
2583	5.569581673
2584	5.568885033
2585	5.568674169
2586	5.567211362
2587	5.565841057
2588	5.565218136
2589	5.562849079
2590	5.560893413
2591	5.560176302
2592	5.559197813
2593	5.557852395
2594	5.557439241
2595	5.556244192
2596	5.556163159
2597	5.553991849
2598	5.553757951
2599	5.552413505
2600	5.551041543
2601	5.550108775
2602	5.547465414
2603	5.546385464
2604	5.545730696
2605	5.545021267
2606	5.544170638
2607	5.543039249
2608	5.541512164
2609	5.540266052
2610	5.538079885
2611	5.53722451
2612	5.535801355
2613	5.534731959
2614	5.531748675
2615	5.53078905
2616	5.528802372
2617	5.526615688
2618	5.52582525
2619	5.524658168
2620	5.523930868
2621	5.522175309
2622	5.520573196
2623	5.519131809
2624	5.51884823
2625	5.516983206
2626	5.516437975
2627	5.515612534
2628	5.515333847
2629	5.512375885
2630	5.50865997
2631	5.507793187
2632	5.506839359
2633	5.506759236
2634	5.504778656
2635	5.503490389
2636	5.502794438
2637	5.5024476
2638	5.501340604
2639	5.500909984
2640	5.500057749
2641	5.498480822
2642	5.498220681
2643	5.495999153
2644	5.495626007
2645	5.494733753
2646	5.493439009
2647	5.493308526
2648	5.491997871
2649	5.491462242
2650	5.490811999
2651	5.490234627
2652	5.489119204
2653	5.486651466
2654	5.4850266
2655	5.485022815
2656	5.484497079
2657	5.48330903
2658	5.483005717
2659	5.482662964
2660	5.481312067
2661	5.48116773
2662	5.481128932
2663	5.481077206
2664	5.480493324
2665	5.479767868
2666	5.477392675
2667	5.475937148
2668	5.475312391
2669	5.473985097
2670	5.473447859
2671	5.472556671
2672	5.472001034
2673	5.471419306
2674	5.470220648
2675	5.469823152
2676	5.468353132
2677	5.466197598
2678	5.46520914
2679	5.464766412
2680	5.463085224
2681	5.462048103
2682	5.459559625
2683	5.459324815
2684	5.459221599
2685	5.458340107
2686	5.457810085
2687	5.456678343
2688	5.456261203
2689	5.454777557
2690	5.454030944
2691	5.451045761
2692	5.447393451
2693	5.447344911
2694	5.444871204
2695	5.444847787
2696	5.444362759
2697	5.44423955
2698	5.441912747
2699	5.44166025
2700	5.441516778
2701	5.441217061
2702	5.440158719
2703	5.438715115
2704	5.438322803
2705	5.436978475
2706	5.436373168
2707	5.432499844
2708	5.431260442
2709	5.430408297
2710	5.42978733
2711	5.429606378
2712	5.428436329
2713	5.427877989
2714	5.426456482
2715	5.424377507
2716	5.422112817
2717	5.421090415
2718	5.420371597
2719	5.419181079
2720	5.417820683
2721	5.41713418
2722	5.416399723
2723	5.416219594
2724	5.415449391
2725	5.415241752
2726	5.412579428
2727	5.411168901
2728	5.410137582
2729	5.410027223
2730	5.409201352
2731	5.40775446
2732	5.406971423
2733	5.406785934
2734	5.404802896
2735	5.404042266
2736	5.403374696
2737	5.401640021
2738	5.400507153
2739	5.399232743
2740	5.397498323
2741	5.397450992
2742	5.396062713
2743	5.394997115
2744	5.394923428
2745	5.39416845
2746	5.393490753
2747	5.392102311
2748	5.39124374
2749	5.390664371
2750	5.390405414
2751	5.38957547
2752	5.388908161
2753	5.386960425
2754	5.385781333
2755	5.385634081
